locus_tag	ftype	length_bp	gene	EC_number	COG	product
PL25_02984	gene	438	lrpC_1			
PL25_02984	CDS	438	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
PL25_02985	gene	417				
PL25_02985	CDS	417				hypothetical protein
PL25_02986	gene	162				
PL25_02986	CDS	162				hypothetical protein
PL25_02987	gene	369				
PL25_02987	CDS	369				hypothetical protein
PL25_02988	gene	762				
PL25_02988	CDS	762				hypothetical protein
PL25_02989	gene	1539	dacC_2			
PL25_02989	CDS	1539	dacC_2	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
PL25_02990	gene	429				
PL25_02990	CDS	429				hypothetical protein
PL25_02991	gene	117				
PL25_02991	CDS	117				hypothetical protein
PL25_02992	gene	153				
PL25_02992	CDS	153				hypothetical protein
PL25_02993	gene	480				
PL25_02993	CDS	480				hypothetical protein
PL25_02994	gene	402				
PL25_02994	CDS	402				hypothetical protein
PL25_02995	gene	207				
PL25_02995	CDS	207				hypothetical protein
PL25_02996	gene	372				
PL25_02996	CDS	372				hypothetical protein
PL25_02997	gene	456				
PL25_02997	CDS	456				hypothetical protein
PL25_02998	gene	807				
PL25_02998	CDS	807				hypothetical protein
PL25_02999	gene	378				
PL25_02999	CDS	378				hypothetical protein
PL25_03000	gene	1596	nprB_1			
PL25_03000	CDS	1596	nprB_1	3.4.24.-	COG3227	Neutral protease B
PL25_03001	gene	561				
PL25_03001	CDS	561				hypothetical protein
PL25_03002	gene	345				
PL25_03002	CDS	345				hypothetical protein
PL25_03003	gene	576	pspB			
PL25_03003	CDS	576	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
PL25_03004	gene	555				
PL25_03004	CDS	555				hypothetical protein
PL25_03005	gene	366				
PL25_03005	CDS	366				hypothetical protein
PL25_03006	gene	762				
PL25_03006	CDS	762		1.1.1.-	COG1028	3beta-hydroxysteroid dehydrogenase 2
PL25_03007	gene	630				
PL25_03007	CDS	630				hypothetical protein
PL25_03008	gene	603	cysC			
PL25_03008	CDS	603	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
PL25_03009	gene	1779				
PL25_03009	CDS	1779				hypothetical protein
PL25_03010	gene	1173	sat			
PL25_03010	CDS	1173	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
PL25_03011	gene	822				
PL25_03011	CDS	822				hypothetical protein
PL25_03012	gene	642	sirC			
PL25_03012	CDS	642	sirC	1.3.1.76		Precorrin-2 dehydrogenase
PL25_03013	gene	732	sirB			
PL25_03013	CDS	732	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
PL25_03014	gene	780	cobA			
PL25_03014	CDS	780	cobA	2.1.1.107		Uroporphyrinogen-III C-methyltransferase
PL25_03015	gene	1716	cysI			
PL25_03015	CDS	1716	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
PL25_03016	gene	1833	cysJ			
PL25_03016	CDS	1833	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
PL25_03017	gene	738	cysH			
PL25_03017	CDS	738	cysH	1.8.4.10	COG0175	Adenosine 5'-phosphosulfate reductase 1
PL25_03018	gene	103				
PL25_03018	misc_RNA	103				SAM
PL25_03019	gene	315	gdnD_2			
PL25_03019	CDS	315	gdnD_2		COG2076	putative guanidinium efflux system subunit GdnD
PL25_03020	gene	351	gdx_2			
PL25_03020	CDS	351	gdx_2		COG2076	Guanidinium exporter
PL25_03021	gene	573	yvdT			
PL25_03021	CDS	573	yvdT		COG1309	putative HTH-type transcriptional regulator YvdT
PL25_03022	gene	1410	gloB_2			
PL25_03022	CDS	1410	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
PL25_03023	gene	663				
PL25_03023	CDS	663		1.11.1.24	COG0450	Peroxiredoxin
PL25_03024	gene	1722	ywjA_2			
PL25_03024	CDS	1722	ywjA_2		COG1132	putative ABC transporter ATP-binding protein YwjA
PL25_03025	gene	372				
PL25_03025	CDS	372				hypothetical protein
PL25_03026	gene	1212	htrA			
PL25_03026	CDS	1212	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
PL25_03027	gene	786	yycJ			
PL25_03027	CDS	786	yycJ	3.1.11.-	COG1235	Exodeoxyribonuclease YycJ
PL25_03028	gene	942	yycI			
PL25_03028	CDS	942	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
PL25_03029	gene	1311	yycH			
PL25_03029	CDS	1311	yycH		COG4863	Two-component system WalR/WalK regulatory protein YycH
PL25_03030	gene	1836	walK			
PL25_03030	CDS	1836	walK	2.7.13.3	COG5002	Sensor histidine kinase WalK
PL25_03031	gene	705	walR_2			
PL25_03031	CDS	705	walR_2		COG0745	Transcriptional regulatory protein WalR
PL25_03032	gene	1452				
PL25_03032	CDS	1452				hypothetical protein
PL25_03033	gene	990				
PL25_03033	CDS	990				hypothetical protein
PL25_03034	gene	68				
PL25_03034	misc_RNA	68				Bacillaceae-1
PL25_03035	gene	1797	hepA			
PL25_03035	CDS	1797	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
PL25_03036	gene	1185				
PL25_03036	CDS	1185				hypothetical protein
PL25_03037	gene	477				
PL25_03037	CDS	477				hypothetical protein
PL25_03038	gene	306				
PL25_03038	CDS	306				hypothetical protein
PL25_03039	gene	957	hprK_3			
PL25_03039	CDS	957	hprK_3	2.7.4.-		HPr kinase/phosphorylase
PL25_03040	gene	126				
PL25_03040	CDS	126				hypothetical protein
PL25_03041	gene	2007				
PL25_03041	CDS	2007				hypothetical protein
PL25_03042	gene	1737				
PL25_03042	CDS	1737				hypothetical protein
PL25_03043	gene	591				
PL25_03043	CDS	591				hypothetical protein
PL25_03044	gene	708	arnC_3			
PL25_03044	CDS	708	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PL25_03045	gene	375				
PL25_03045	CDS	375			COG2246	Arabinogalactan biosynthesis recruiting protein
PL25_03046	gene	1644	glmU_1			
PL25_03046	CDS	1644	glmU_1	2.7.7.23		Bifunctional protein GlmU
PL25_03047	gene	1077				
PL25_03047	CDS	1077				hypothetical protein
PL25_03048	gene	669				
PL25_03048	CDS	669		3.1.3.3		Phosphoserine phosphatase
PL25_03049	gene	2052	udk_2			
PL25_03049	CDS	2052	udk_2	2.7.1.48		Uridine kinase
PL25_03050	gene	1560				
PL25_03050	CDS	1560				hypothetical protein
PL25_03051	gene	1266				
PL25_03051	CDS	1266				hypothetical protein
PL25_03052	gene	1011				
PL25_03052	CDS	1011				hypothetical protein
PL25_03053	gene	1212				
PL25_03053	CDS	1212				hypothetical protein
PL25_03054	gene	1158	epsF_1			
PL25_03054	CDS	1158	epsF_1	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
PL25_03055	gene	342	sinR_2			
PL25_03055	CDS	342	sinR_2		COG1396	HTH-type transcriptional regulator SinR
PL25_03056	gene	1191	epsN			
PL25_03056	CDS	1191	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
PL25_03057	gene	678	epsM_2			
PL25_03057	CDS	678	epsM_2	2.3.1.203	COG0110	UDP-N-acetylbacillosamine N-acetyltransferase
PL25_03058	gene	600	epsL_1			
PL25_03058	CDS	600	epsL_1	2.-.-.-	COG2148	putative sugar transferase EpsL
PL25_03059	gene	216				
PL25_03059	CDS	216				hypothetical protein
PL25_03060	gene	1068	galE_2			
PL25_03060	CDS	1068	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
PL25_03061	gene	1098	epsG			
PL25_03061	CDS	1098	epsG			Transmembrane protein EpsG
PL25_03062	gene	903				
PL25_03062	CDS	903				hypothetical protein
PL25_03063	gene	1119	epsF_2			
PL25_03063	CDS	1119	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
PL25_03064	gene	1155	epsD			
PL25_03064	CDS	1155	epsD	2.4.-.-	COG0438	Putative glycosyltransferase EpsD
PL25_03065	gene	879	gtaB			
PL25_03065	CDS	879	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
PL25_03066	gene	1827	pglF			
PL25_03066	CDS	1827	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
PL25_03067	gene	110				
PL25_03067	misc_RNA	110				epsC
PL25_03068	gene	633	ywqD			
PL25_03068	CDS	633	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
PL25_03069	gene	723	ywqC			
PL25_03069	CDS	723	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
PL25_03070	gene	1287	purA			
PL25_03070	CDS	1287	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PL25_03071	gene	159				
PL25_03071	CDS	159				hypothetical protein
PL25_03072	gene	1368	dnaC_3			
PL25_03072	CDS	1368	dnaC_3	5.6.2.3	COG0305	Replicative DNA helicase DnaC
PL25_03073	gene	447	rplI			
PL25_03073	CDS	447	rplI			Large ribosomal subunit protein bL9
PL25_03074	gene	1971	gdpP			
PL25_03074	CDS	1971	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
PL25_03075	gene	942				
PL25_03075	CDS	942				hypothetical protein
PL25_03076	gene	486				
PL25_03076	CDS	486				hypothetical protein
PL25_03077	gene	789	modA_2			
PL25_03077	CDS	789	modA_2		COG0725	Molybdate-binding protein ModA
PL25_03078	gene	675	modB_2			
PL25_03078	CDS	675	modB_2		COG4149	Molybdenum transport system permease protein ModB
PL25_03079	gene	624	cysA			
PL25_03079	CDS	624	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PL25_03080	gene	1287				
PL25_03080	CDS	1287				hypothetical protein
PL25_03081	gene	834	ykuT			
PL25_03081	CDS	834	ykuT		COG0668	putative MscS family protein YkuT
PL25_03082	gene	231	rpsR			
PL25_03082	CDS	231	rpsR		COG0238	Small ribosomal subunit protein bS18
PL25_03083	gene	465	ssbA_2			
PL25_03083	CDS	465	ssbA_2		COG0629	Single-stranded DNA-binding protein A
PL25_03084	gene	291	rpsF			
PL25_03084	CDS	291	rpsF		COG0360	Small ribosomal subunit protein bS6
PL25_03085	gene	1101	ychF			
PL25_03085	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
PL25_03086	gene	198				
PL25_03086	CDS	198				hypothetical protein
PL25_03087	gene	1008				
PL25_03087	CDS	1008				hypothetical protein
PL25_03088	gene	1026				
PL25_03088	CDS	1026				hypothetical protein
PL25_03089	gene	621				
PL25_03089	CDS	621				hypothetical protein
PL25_03090	gene	156				
PL25_03090	CDS	156				hypothetical protein
PL25_03091	gene	705	ydfK			
PL25_03091	CDS	705	ydfK		COG1811	putative membrane protein YdfK
PL25_03092	gene	183				
PL25_03092	CDS	183				hypothetical protein
PL25_03093	gene	129				
PL25_03093	CDS	129				hypothetical protein
PL25_03094	gene	837	spo0J			
PL25_03094	CDS	837	spo0J		COG1475	Stage 0 sporulation protein J
PL25_03095	gene	774	soj_2			
PL25_03095	CDS	774	soj_2	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
PL25_03096	gene	876	noc			
PL25_03096	CDS	876	noc		COG1475	Nucleoid occlusion protein
PL25_03097	gene	714	rsmG			
PL25_03097	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
PL25_03098	gene	1887	mnmG			
PL25_03098	CDS	1887	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PL25_03099	gene	1377	mnmE			
PL25_03099	CDS	1377	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
PL25_03100	gene	615	khpB			
PL25_03100	CDS	615	khpB			RNA-binding protein KhpB
PL25_03101	gene	771	misCA			
PL25_03101	CDS	771	misCA		COG0706	Membrane protein insertase MisCA
PL25_03102	gene	345	rnpA			
PL25_03102	CDS	345	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
PL25_03103	gene	135	rpmH			
PL25_03103	CDS	135	rpmH			Large ribosomal subunit protein bL34
PL25_03104	gene	1344	dnaA			
PL25_03104	CDS	1344	dnaA	3.6.4.-	COG0593	Chromosomal replication initiator protein DnaA
PL25_03105	gene	1137	dnaN			
PL25_03105	CDS	1137	dnaN		COG0592	Beta sliding clamp
PL25_03106	gene	216				
PL25_03106	CDS	216				hypothetical protein
PL25_03107	gene	1113	recF_1			
PL25_03107	CDS	1113	recF_1		COG1195	DNA replication and repair protein RecF
PL25_03108	gene	300				
PL25_03108	CDS	300				hypothetical protein
PL25_03109	gene	1926	gyrB			
PL25_03109	CDS	1926	gyrB			DNA topoisomerase (ATP-hydrolyzing) subunit B GyrB
PL25_03110	gene	2499	gyrA			
PL25_03110	CDS	2499	gyrA			DNA gyrase subunit A GyrA
PL25_03111	gene	1122				
PL25_03111	CDS	1122				hypothetical protein
PL25_03112	gene	951				
PL25_03112	CDS	951				hypothetical protein
PL25_03113	gene	1470	guaB_3			
PL25_03113	CDS	1470	guaB_3	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
PL25_03114	gene	1335	dacA			
PL25_03114	CDS	1335	dacA	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
PL25_03115	gene	885	pdxS			
PL25_03115	CDS	885	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
PL25_03116	gene	585	pdxT			
PL25_03116	CDS	585	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
PL25_03117	gene	219				
PL25_03117	misc_RNA	219				T-box
PL25_03118	gene	1275	serS			
PL25_03118	CDS	1275	serS	6.1.1.11		Serine--tRNA ligase
PL25_03119	gene	1050	feuB_1			
PL25_03119	CDS	1050	feuB_1		COG0609	Iron-uptake system permease protein FeuB
PL25_03120	gene	1026	feuC_1			
PL25_03120	CDS	1026	feuC_1		COG0609	Iron-uptake system permease protein FeuC
PL25_03121	gene	990	fhuD			
PL25_03121	CDS	990	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
PL25_03122	gene	1785				
PL25_03122	CDS	1785				hypothetical protein
PL25_03123	gene	486	sigM			
PL25_03123	CDS	486	sigM		COG1595	ECF RNA polymerase sigma factor SigM
PL25_03124	gene	1098	yhdL			
PL25_03124	CDS	1098	yhdL			putative anti-sigma-M factor YhdL
PL25_03125	gene	330				
PL25_03125	CDS	330				hypothetical protein
PL25_03126	gene	966	yxeB			
PL25_03126	CDS	966	yxeB		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
PL25_03127	gene	1056				
PL25_03127	CDS	1056		1.18.1.2		Ferredoxin--NADP reductase
PL25_03128	gene	107				
PL25_03128	misc_RNA	107				SAM
PL25_03129	gene	104				
PL25_03129	misc_RNA	104				SAM
PL25_03130	gene	1032	metN_2			
PL25_03130	CDS	1032	metN_2	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN
PL25_03131	gene	651	metP_2			
PL25_03131	CDS	651	metP_2		COG2011	Methionine import system permease protein MetP
PL25_03132	gene	819	metQ_2			
PL25_03132	CDS	819	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
PL25_03133	gene	1206	abgB			
PL25_03133	CDS	1206	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
PL25_03134	gene	93				
PL25_03134	tRNA	93				tRNA-Ser(tga)
PL25_03135	gene	744	ywaC			
PL25_03135	CDS	744	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
PL25_03136	gene	813	proC			
PL25_03136	CDS	813	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
PL25_03137	gene	297				
PL25_03137	CDS	297				hypothetical protein
PL25_03138	gene	1113				
PL25_03138	CDS	1113				IS200/IS605 family transposase ISBth16
PL25_03139	gene	684	dck			
PL25_03139	CDS	684	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
PL25_03140	gene	651	dgk			
PL25_03140	CDS	651	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
PL25_03141	gene	75				
PL25_03141	tRNA	75				tRNA-Arg(cct)
PL25_03142	gene	225				
PL25_03142	CDS	225				hypothetical protein
PL25_03143	gene	213				
PL25_03143	CDS	213				hypothetical protein
PL25_03144	gene	318				
PL25_03144	CDS	318				hypothetical protein
PL25_03145	gene	867				
PL25_03145	CDS	867				hypothetical protein
PL25_03146	gene	1443	emrB_1			
PL25_03146	CDS	1443	emrB_1		COG2814	Multidrug export protein EmrB
PL25_03147	gene	393				
PL25_03147	CDS	393				hypothetical protein
PL25_03148	gene	1281				
PL25_03148	CDS	1281				hypothetical protein
PL25_03149	gene	993	bioB			
PL25_03149	CDS	993	bioB	2.8.1.6		Biotin synthase
PL25_03150	gene	612	bioY			
PL25_03150	CDS	612	bioY		COG1268	Biotin transporter BioY
PL25_03151	gene	690	bioD1			
PL25_03151	CDS	690	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
PL25_03152	gene	1374	bioK			
PL25_03152	CDS	1374	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
PL25_03153	gene	1239	gltT_2			
PL25_03153	CDS	1239	gltT_2		COG1301	Proton/sodium-glutamate symport protein
PL25_03154	gene	216				
PL25_03154	CDS	216				hypothetical protein
PL25_03155	gene	1716	acsA_1			
PL25_03155	CDS	1716	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PL25_03156	gene	606				
PL25_03156	CDS	606				hypothetical protein
PL25_03157	gene	1227	hmp			
PL25_03157	CDS	1227	hmp	1.14.12.17	COG1017	Flavohemoprotein
PL25_03158	gene	435	nsrR			
PL25_03158	CDS	435	nsrR		COG1959	HTH-type transcriptional repressor NsrR
PL25_03159	gene	171				
PL25_03159	CDS	171				hypothetical protein
PL25_03160	gene	1347				
PL25_03160	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_03161	gene	1383				
PL25_03161	CDS	1383				hypothetical protein
PL25_03162	gene	1293	sleL_1			
PL25_03162	CDS	1293	sleL_1	3.2.1.-	COG1388	Cortical fragment-lytic enzyme
PL25_03163	gene	534	rutB			
PL25_03163	CDS	534	rutB	3.5.1.110		Ureidoacrylate amidohydrolase RutB
PL25_03164	gene	450	tadA			
PL25_03164	CDS	450	tadA	3.5.4.33		tRNA-specific adenosine deaminase
PL25_03165	gene	266				
PL25_03165	misc_RNA	266				Bacteria_large_SRP
PL25_03166	gene	558				
PL25_03166	CDS	558				hypothetical protein
PL25_03167	gene	567	csh			
PL25_03167	CDS	567	csh	3.13.1.5		Carbon disulfide hydrolase
PL25_03168	gene	204				
PL25_03168	CDS	204				hypothetical protein
PL25_03169	gene	1689	dnaX			
PL25_03169	CDS	1689	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
PL25_03170	gene	315				
PL25_03170	CDS	315			COG0718	Nucleoid-associated protein
PL25_03171	gene	597	recR			
PL25_03171	CDS	597	recR		COG0353	Recombination protein RecR
PL25_03172	gene	216				
PL25_03172	CDS	216				hypothetical protein
PL25_03173	gene	1248				
PL25_03173	CDS	1248				hypothetical protein
PL25_03174	gene	4152				
PL25_03174	CDS	4152				hypothetical protein
PL25_03175	gene	564				
PL25_03175	CDS	564				hypothetical protein
PL25_03176	gene	669				
PL25_03176	CDS	669				hypothetical protein
PL25_03177	gene	516				
PL25_03177	CDS	516				hypothetical protein
PL25_03178	gene	267				
PL25_03178	CDS	267				hypothetical protein
PL25_03179	gene	192	csfB			
PL25_03179	CDS	192	csfB			Anti-sigma-G factor Gin
PL25_03180	gene	138				
PL25_03180	CDS	138				hypothetical protein
PL25_03181	gene	1437	speA_2			
PL25_03181	CDS	1437	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
PL25_03182	gene	627	tmk			
PL25_03182	CDS	627	tmk	2.7.4.9	COG0125	Thymidylate kinase
PL25_03183	gene	330	darA			
PL25_03183	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
PL25_03184	gene	435				
PL25_03184	CDS	435				hypothetical protein
PL25_03185	gene	990	holB			
PL25_03185	CDS	990	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
PL25_03186	gene	825				
PL25_03186	CDS	825				hypothetical protein
PL25_03187	gene	315	yabA			
PL25_03187	CDS	315	yabA		COG4467	Replication initiation control protein YabA
PL25_03188	gene	741	yfiC			
PL25_03188	CDS	741	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
PL25_03189	gene	294				
PL25_03189	CDS	294				hypothetical protein
PL25_03190	gene	873	rsmI			
PL25_03190	CDS	873	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
PL25_03191	gene	279	abrB			
PL25_03191	CDS	279	abrB		COG2002	Transition state regulatory protein AbrB
PL25_03192	gene	1959	metG_1			
PL25_03192	CDS	1959	metG_1	6.1.1.10		Methionine--tRNA ligase
PL25_03193	gene	771	dtd3			
PL25_03193	CDS	771	dtd3	3.1.1.96	COG0084	D-aminoacyl-tRNA deacylase
PL25_03194	gene	1236	yabE			
PL25_03194	CDS	1236	yabE		COG3583	Putative cell wall shaping protein YabE
PL25_03195	gene	597	rnmV_2			
PL25_03195	CDS	597	rnmV_2	3.1.26.8	COG1658	Ribonuclease M5
PL25_03196	gene	891	rsmA			
PL25_03196	CDS	891	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
PL25_03197	gene	870	yabG			
PL25_03197	CDS	870	yabG	3.4.-.-		Sporulation-specific protease YabG
PL25_03198	gene	267	veg			
PL25_03198	CDS	267	veg		COG4466	Protein Veg
PL25_03199	gene	183				
PL25_03199	CDS	183				hypothetical protein
PL25_03200	gene	852	ispE			
PL25_03200	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
PL25_03201	gene	828	purR			
PL25_03201	CDS	828	purR		COG0503	Purine biosynthesis transcriptional repressor PurR
PL25_03202	gene	291	spoVG			
PL25_03202	CDS	291	spoVG		COG2088	Putative septation protein SpoVG
PL25_03203	gene	1380	glmU_2			
PL25_03203	CDS	1380	glmU_2			Bifunctional protein GlmU
PL25_03204	gene	954	prs			
PL25_03204	CDS	954	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
PL25_03205	gene	639	ctc			
PL25_03205	CDS	639	ctc		COG1825	General stress protein Ctc
PL25_03206	gene	561	pth			
PL25_03206	CDS	561	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
PL25_03207	gene	231	fin			
PL25_03207	CDS	231	fin			Anti-sigma-F factor Fin
PL25_03208	gene	3522	mfd			
PL25_03208	CDS	3522	mfd	3.6.4.-		Transcription-repair-coupling factor
PL25_03209	gene	537	spoVT			
PL25_03209	CDS	537	spoVT		COG2002	Stage V sporulation protein T
PL25_03210	gene	1584	murJ_3			
PL25_03210	CDS	1584	murJ_3			lipid II flippase MurJ
PL25_03211	gene	1446				
PL25_03211	CDS	1446				hypothetical protein
PL25_03212	gene	261	rqcP			
PL25_03212	CDS	261	rqcP		COG1188	RQC P-site tRNA stabilizing factor
PL25_03213	gene	300	yabP			
PL25_03213	CDS	300	yabP			Spore protein YabP
PL25_03214	gene	600	yabQ			
PL25_03214	CDS	600	yabQ			Spore protein YabQ
PL25_03215	gene	381	divIC			
PL25_03215	CDS	381	divIC		COG2919	Cell division protein DivIC
PL25_03216	gene	384	pnp_2			
PL25_03216	CDS	384	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
PL25_03217	gene	76				
PL25_03217	tRNA	76				tRNA-Met(cat)
PL25_03218	gene	498				
PL25_03218	CDS	498				hypothetical protein
PL25_03219	gene	2454	spoIIE			
PL25_03219	CDS	2454	spoIIE	3.1.3.16	COG2208	Stage II sporulation protein E
PL25_03220	gene	735				
